"","pos","last","first","numfirstlast","firstlast","index","player.id","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots"
"2212","L","Hulbig","Joe","[TSN] Joe Hulbig","Joe Hulbig",5068,2212,"hulbijo73",0,0,0,0,0,"1973-09-29","6-4","215","L"
"2213","R","Hull","Brett","[TSN] Brett Hull","Brett Hull",5069,2213,"hullxbr64",0,0,0,0,0,"1964-08-09","5-11","203","R"
"2214","R","Hull","Jody","[TSN] Jody Hull","Jody Hull",5073,2214,"hullxjo69",0,0,0,0,0,"1969-02-02","6-2","195","R"
"2215","D","Hulse","Cale","[TSN] Cale Hulse","Cale Hulse",5075,2215,"hulseca73",0,0,0,0,0,"1973-11-10","6-3","220","R"
"2216","C","Hult","Alexander","[TSN] Alexander Hult","Alexander Hult",5077,2216,"hultxal84",0,0,0,0,0,"1984-11-19","6-1","200","L"
"2217","LR","Huml","Ivan","[TSN] Ivan Huml","Ivan Huml",5078,2217,"humlxiv81",0,0,0,0,0,"1981-09-06","6-2","194","L"
"2218","D","Hunt","Brad","[TSN] Brad Hunt","Brad Hunt",5080,2218,"huntxbr88",0,0,0,0,0,"1988-08-24","5-9","188","L"
"2219","D","Hunt","Jamie","[TSN] Jamie Hunt","Jamie Hunt",5084,2219,"huntxja84",0,0,0,0,0,"1984-04-20","6-2","200","L"
"2220","L","Hunter","Dylan","[TSN] Dylan Hunter","Dylan Hunter",5086,2220,"huntedy85",0,0,0,0,0,"1985-05-21","5-11","198","L"
"2221","C","Hunter","Eric","[TSN] Eric Hunter","Eric Hunter",5087,2221,"hunteer86",0,0,0,0,0,"1986-08-11","6-2","195","L"
"2222","CR","Hunter","J.J.","[TSN] J.J. Hunter","J.J. Hunter",5088,2222,"huntejj80",0,0,0,0,0,"1980-07-06","6-1","185","L"
"2223","R","Hunter","Trent","[TSN] Trent Hunter","Trent Hunter",5089,2223,"huntetr80",0,0,0,0,0,"1980-07-05","6-3","217","R"
"2224","D","Hunwick","Matt","[TSN] Matt Hunwick","Matt Hunwick",5093,2224,"hunwima85",0,0,0,0,0,"1985-05-21","5-11","190","L"
"2225","G","Hunwick","Shawn","[TSN] Shawn Hunwick","Shawn Hunwick",5098,2225,"hunwish87",0,0,0,0,0,"1987-04-09","5-7","166","L"
"2226","C","Hurley","Connor","[TSN] Connor Hurley","Connor Hurley",5100,2226,"hurleco95",0,0,0,0,0,"1995-09-15","6-1","174","L"
"2227","G","Hurme","Jani","[TSN] Jani Hurme","Jani Hurme",5102,2227,"hurmeja75",0,0,0,0,0,"1975-01-07","6-0","190","L"
"2228","LR","Huselius","Kristian","[TSN] Kristian Huselius","Kristian Huselius",5104,2228,"huselkr78",0,0,0,0,0,"1978-11-10","6-2","184","L"
"2229","G","Huska","Adam","[CAP] Adam Huska","Adam Huska",5107,2229,"huskaad97",NA,NA,NA,NA,NA,"1997-05-12",NA,NA,NA
"2230","D","Huskins","Kent","[TSN] Kent Huskins","Kent Huskins",5108,2230,"huskike79",0,0,0,0,0,"1979-05-04","6-4","210","L"
"2231","CL","Hussey","Matt","[TSN] Matt Hussey","Matt Hussey",5113,2231,"hussema79",0,0,0,0,0,"1979-05-28","6-2","212","L"
"2232","G","Husso","Ville","[TSN] Ville Husso","Ville Husso",5118,2232,"hussovi95",0,0,0,0,0,"1995-02-06","6-3","205","L"
"2233","L","Hutchings","Alex","[TSN] Alex Hutchings","Alex Hutchings",5120,2233,"hutchal90",0,0,0,0,0,"1990-11-07","5-10","178","R"
"2234","D","Hutchinson","Andrew","[TSN] Andrew Hutchinson","Andrew Hutchinson",5121,2234,"hutchan80",0,0,0,0,0,"1980-03-24","6-2","206","R"
"2235","G","Hutchinson","Michael","[TSN] Michael Hutchinson","Michael Hutchinson",5128,2235,"hutchmi90",0,0,0,0,0,"1990-03-02","6-3","202","R"
"2236","C","Hutchison","Nick","[TSN] Nick Hutchison","Nick Hutchison",5132,2236,"hutchni95",0,0,0,0,0,"1995-04-27","6-2","178","L"
"2237","D","Hutton","Ben","[TSN] Ben Hutton","Ben Hutton",5133,2237,"huttobe93",0,0,0,0,0,"1993-04-20","6-2","183","L"
"2238","G","Hutton","Carter","[TSN] Carter Hutton","Carter Hutton",5135,2238,"huttoca85",0,0,0,0,0,"1985-12-19","6-1","195","L"
"2239","R","Hyka","Tomas","[TSN] Tomas Hyka","Tomas Hyka",5142,2239,"hykaxto93",0,0,0,0,0,"1993-03-23","5-11","160","R"
"2240","C","Hyman","Zach","[TSN] Zach Hyman","Zach Hyman",5143,2240,"hymanza92",0,0,0,0,0,"1992-06-09","6-0","197","R"
"2241","R","Hynes","Shane","[TSN] Shane Hynes","Shane Hynes",5145,2241,"hynessh83",0,0,0,0,0,"1983-11-07","6-3","210","R"
"2242","R","Hyvonen","Hannes","[TSN] Hannes Hyvonen","Hannes Hyvonen",5146,2242,"hyvonha75",0,0,0,0,0,"1975-08-29","6-2","200","R"
"2243","R","Iacopelli","Matheson","[CAP] IACOPELLI, MATHESON","Matheson Iacopelli",5148,2243,"iacopma94",0,0,0,0,0,"1994-05-15",NA,NA,NA
"2244","C","Iafallo","Alexander","[TSN] Alexander Iafallo","Alexander Iafallo",5149,2244,"iafalal93",0,0,0,0,0,"1993-12-21","6-0","176","L"
"2245","R","Iggulden","Mike","[TSN] Mike Iggulden","Mike Iggulden",5150,2245,"iggulmi82",0,0,0,0,0,"1982-11-09","6-3","215","R"
"2246","R","Iginla","Jarome","[TSN] Jarome Iginla","Jarome Iginla",5153,2246,"iginlja77",0,0,0,0,0,"1977-07-01","6-1","210","R"
"2247","L","Ignatushkin","Igor","[CAP] IGNATUSHKIN, IGOR","Igor Ignatushkin",5156,2247,"ignatig84",0,0,0,0,0,"1984-04-07",NA,NA,NA
"2248","C","Ihnacak","Brian","[TSN] Brian Ihnacak","Brian Ihnacak",5157,2248,"ihnacbr85",0,0,0,0,0,"1985-04-10","6-0","178","R"
"2249","G","Iilahti","Jonathan","[TSN] Jonathan Iilahti","Jonathan Iilahti",5158,2249,"iilahjo92",0,0,0,0,0,"1992-04-27","6-0","167","L"
"2250","L","Ikonen","Henri","[TSN] Henri Ikonen","Henri Ikonen",5159,2250,"ikonehe94",0,0,0,0,0,"1994-04-17","6-0","198","L"
"2251","L","Ikonen","Juuso","[TSN] Juuso Ikonen","Juuso Ikonen",5161,2251,"ikoneju95",0,0,0,0,0,"1995-01-03","5-9","169","R"
"2252","RC","Illo","Radoslav","[TSN] Radoslav Illo","Radoslav Illo",5162,2252,"illoxra90",0,0,0,0,0,"1990-01-21","6-0","195","L"
"2253","D","Ilvonen","Harri","[TSN] Harri Ilvonen","Harri Ilvonen",5163,2253,"ilvonha88",0,0,0,0,0,"1988-11-03","6-2","187","L"
"2254","D","Ilvonen","Mika","[TSN] Mika Ilvonen","Mika Ilvonen",5164,2254,"ilvonmi95",0,0,0,0,0,"1995-02-27","5-8","152","L"
"2255","L","Imama","Bokondji","[CAP] Bokondji Imama","Bokondji Imama",5165,2255,"imamabo96",NA,NA,NA,NA,NA,"1996-08-03",NA,NA,NA
"2256","C","Immonen","Jarkko","[TSN] Jarkko Immonen","Jarkko Immonen",5166,2256,"immonja82",0,0,0,0,0,"1982-04-19","6-0","210","R"
"2257","R","Ionin","Vladimir","[TSN] Vladimir Ionin","Vladimir Ionin",5168,2257,"ioninvl95",0,0,0,0,0,"1995-02-22","6-1","195","L"
"2258","G","Irbe","Arturs","[TSN] Arturs Irbe","Arturs Irbe",5169,2258,"irbexar67",0,0,0,0,0,"1967-02-02","5-8","190","L"
"2259","R","Irmen","Danny","[TSN] Danny Irmen","Danny Irmen",5171,2259,"irmenda84",0,0,0,0,0,"1984-09-06","6-0","190","R"
"2260","D","Irving","Aaron","[TSN] Aaron Irving","Aaron Irving",5173,2260,"irvinaa96",0,0,0,0,0,"1996-03-03","6-1","185","R"
"2261","G","Irving","Leland","[TSN] Leland Irving","Leland Irving",5175,2261,"irvinle88",0,0,0,0,0,"1988-04-11","6-0","177","L"
"2262","C","Irwin","Brayden","[TSN] Brayden Irwin","Brayden Irwin",5177,2262,"irwinbr87",0,0,0,0,0,"1987-03-24","6-5","215","R"
"2263","D","Irwin","Matt","[TSN] Matt Irwin","Matt Irwin",5179,2263,"irwinma87",0,0,0,0,0,"1987-11-29","6-2","210","L"
"2264","R","Isackson","Christian","[TSN] Christian Isackson","Christian Isackson",5183,2264,"isackch92",0,0,0,0,0,"1992-01-20","6-0","183","R"
"2265","L","Isakov","Evgeni","[TSN] Evgeni Isakov","Evgeni Isakov",5185,2265,"isakoev84",0,0,0,0,0,"1984-10-13","6-1","196","L"
"2266","LR","Isbister","Brad","[TSN] Brad Isbister","Brad Isbister",5187,2266,"isbisbr77",0,0,0,0,0,"1977-05-07","6-4","225","R"
"2267","R","Istomin","Denis","[TSN] Denis Istomin","Denis Istomin",5191,2267,"istomde87",0,0,0,0,0,"1987-01-12","6-0","196","L"
"2268","L","Ivanans","Raitis","[TSN] Raitis Ivanans","Raitis Ivanans",5193,2268,"ivanara79",0,0,0,0,0,"1979-01-03","6-4","240","L"
"2269","C","Ivanov","Alexei","[TSN] Alexei Ivanov","Alexei Ivanov",5196,2269,"ivanoal85",0,0,0,0,0,"1985-01-05","5-9","174","L"
"2270","CR","Iverson","Keegan","[TSN] Keegan Iverson","Keegan Iverson",5197,2270,"iverske96",0,0,0,0,0,"1996-04-05","6-1","219","R"
"2271","C","Jacina","Greg","[TSN] Greg Jacina","Greg Jacina",5199,2271,"jacingr82",0,0,0,0,0,"1982-05-22","6-0","203","R"
"2272","D","Jackman","Barret","[TSN] Barret Jackman","Barret Jackman",5201,2272,"jackmba81",0,0,0,0,0,"1981-03-05","6-0","203","L"
"2273","D","Jackman","Ric","[TSN] Ric Jackman","Ric Jackman",5204,2273,"jackmri78",0,0,0,0,0,"1978-06-28","6-2","214","R"
"2274","R","Jackman","Tim","[TSN] Tim Jackman","Tim Jackman",5209,2274,"jackmti81",0,0,0,0,0,"1981-11-14","6-4","225","R"
"2275","C","Jackson","Jacob","[TSN] Jacob Jackson","Jacob Jackson",5217,2275,"jacksja94",0,0,0,0,0,"1994-12-05","5-11","182","L"
"2276","D","Jackson","Scott","[TSN] Scott Jackson","Scott Jackson",5219,2276,"jackssc87",0,0,0,0,0,"1987-02-05","6-3","219","L"
"2277","C","Jacobs","Colin","[TSN] Colin Jacobs","Colin Jacobs",5221,2277,"jacobco93",0,0,0,0,0,"1993-01-20","6-1","215","R"
"2278","D","Jacobs","Joshua","[CAP] JACOBS, JOSHUA","Joshua Jacobs",5223,2278,"jacobjo96",0,0,0,0,0,"1996-02-15",NA,NA,NA
"2279","L","Jacques","Jean-Francois","[TSN] Jean-Francois Jacques","Jean-Francois Jacques",5224,2279,"jacquje85",0,0,0,0,0,"1985-04-29","6-3","231","L"
"2280","L","Jaffray","Jason","[TSN] Jason Jaffray","Jason Jaffray",5229,2280,"jaffrja81",0,0,0,0,0,"1981-06-30","6-1","195","L"
"2281","R","Jagr","Jaromir","[TSN] Jaromir Jagr","Jaromir Jagr",5233,2281,"jagrxja72",0,0,0,0,0,"1972-02-15","6-3","230","L"
"2282","DR","Jakopin","John","[TSN] John Jakopin","John Jakopin",5236,2282,"jakopjo75",0,0,0,0,0,"1975-05-16","6-5","239","R"
"2283","CR","James","Connor","[TSN] Connor James","Connor James",5238,2283,"jamesco82",0,0,0,0,0,"1982-08-25","5-10","180","R"
"2284","R","Jamtin","Andreas","[TSN] Andreas Jamtin","Andreas Jamtin",5241,2284,"jamtian83",0,0,0,0,0,"1983-05-04","6-0","192","L"
"2285","D","Jancevski","Dan","[TSN] Dan Jancevski","Dan Jancevski",5242,2285,"janceda81",0,0,0,0,0,"1981-06-15","6-3","222","L"
"2286","D","Janik","Doug","[TSN] Doug Janik","Doug Janik",5247,2286,"janikdo80",0,0,0,0,0,"1980-03-26","6-2","211","L"
"2287","C","Jankowski","Mark","[TSN] Mark Jankowski","Mark Jankowski",5252,2287,"jankoma94",0,0,0,0,0,"1994-09-13","6-3","168","L"
"2288","C","Janmark-Nylen","Mattias","[TSN] Mattias Janmark","Mattias Janmark-Nylen",5254,2288,"janmama92",0,0,0,0,0,"1992-12-08","6-1","189","L"
"2289","D","Janosik","Adam","[TSN] Adam Janosik","Adam Janosik",5256,2289,"janosad92",0,0,0,0,0,"1992-09-07","5-11","170","L"
"2290","R","Janssen","Cam","[TSN] Cam Janssen","Cam Janssen",5257,2290,"janssca84",0,0,0,0,0,"1984-04-15","6-0","215","R"
"2291","G","Janus","Jaroslav","[TSN] Jaroslav Janus","Jaroslav Janus",5261,2291,"janusja89",0,0,0,0,0,"1989-09-21","6-1","189","L"
"2292","L","Jardine","Ryan","[TSN] Ryan Jardine","Ryan Jardine",5263,2292,"jardiry80",0,0,0,0,0,"1980-03-15","6-0","210","L"
"2293","D","Jardine","Sam","[TSN] Sam Jardine","Sam Jardine",5264,2293,"jardisa93",0,0,0,0,0,"1993-08-12","6-1","190","L"
"2294","L","Jarman","Kevin","[TSN] Kevin Jarman","Kevin Jarman",5266,2294,"jarmake85",0,0,0,0,0,"1985-03-12","6-0","184","L"
"2295","C","Jarnkrok","Calle","[TSN] Calle Jarnkrok","Calle Jarnkrok",5267,2295,"jarnkca91",0,0,0,0,0,"1991-09-25","5-11","156","R"
"2296","D","Jaros","Christian","[CAP] Christian Jaros","Christian Jaros",5270,2296,"jarosch96",NA,NA,NA,NA,NA,"1996-04-02",NA,NA,NA
"2297","D","Jarrett","Cole","[TSN] Cole Jarrett","Cole Jarrett",5271,2297,"jarreco83",0,0,0,0,0,"1983-01-04","6-0","195","L"
"2298","C","Jarrett","Patrick","[TSN] Patrick Jarrett","Patrick Jarrett",5273,2298,"jarrepa84",0,0,0,0,0,"1984-02-06","5-11","181","L"
"2299","G","Jarry","Tristan","[TSN] Tristan Jarry","Tristan Jarry",5274,2299,"jarrytr95",0,0,0,0,0,"1995-04-29","6-1","183","L"
"2300","D","Jarventie","Martti","[TSN] Martti Jarventie","Martti Jarventie",5276,2300,"jarvema76",0,0,0,0,0,"1976-04-04","5-11","196","L"
"2301","D","Jarvinen","Joonas","[TSN] Joonas Jarvinen","Joonas Jarvinen",5277,2301,"jarvijo89",0,0,0,0,0,"1989-05-01","6-3","212","L"
"2302","R","Jasek","Lukas","[CAP] Lukas Jasek","Lukas Jasek",5279,2302,"jaseklu97",NA,NA,NA,NA,NA,"1997-08-28",NA,NA,NA
"2303","LR","Jaskin","Dmitrij","[TSN] Dmitrij Jaskin","Dmitrij Jaskin",5280,2303,"jaskidm93",0,0,0,0,0,"1993-03-23","6-2","196","L"
"2304","C","Jaspers","Jason","[TSN] Jason Jaspers","Jason Jaspers",5284,2304,"jaspeja81",0,0,0,0,0,"1981-04-08","5-11","207","L"
"2305","LC","Jean","Kyle","[TSN] Kyle Jean","Kyle Jean",5286,2305,"jeanxky90",0,0,0,0,0,"1990-03-01","6-4","203","L"
"2306","CL","Jeffrey","Dustin","[TSN] Dustin Jeffrey","Dustin Jeffrey",5287,2306,"jeffrdu88",0,0,0,0,0,"1988-02-27","6-1","205","L"
"2307","D","Jenkins","Kyle","[TSN] Kyle Jenkins","Kyle Jenkins",5293,2307,"jenkiky96",0,0,0,0,0,"1996-04-22","6-0","166","L"
"2308","L","Jenks","A.J.","[TSN] A.J. Jenks","A.J. Jenks",5295,2308,"jenksaj90",0,0,0,0,0,"1990-06-27","6-2","206","L"
"2309","LC","Jenner","Boone","[TSN] Boone Jenner","Boone Jenner",5296,2309,"jennebo93",0,0,0,0,0,"1993-06-15","6-2","208","L"
"2310","D","Jensen","Christian","[TSN] Christian Jensen","Christian Jensen",5299,2310,"jensech86",0,0,0,0,0,"1986-01-06","6-3","190","R"
"2311","L","Jensen","Joe","[TSN] Joe Jensen","Joe Jensen",5300,2311,"jensejo83",0,0,0,0,0,"1983-02-06","5-11","180","L"
"2312","D","Jensen","Nick","[TSN] Nick Jensen","Nick Jensen",5302,2312,"jenseni90",0,0,0,0,0,"1990-09-21","6-1","187","R"
"2313","RL","Jensen","Nicklas","[TSN] Nicklas Jensen","Nicklas Jensen",5304,2313,"jenseni93",0,0,0,0,0,"1993-03-06","6-3","202","L"
"2314","D","Jensen","Spenser","[TSN] Spenser Jensen","Spenser Jensen",5307,2314,"jensesp95",0,0,0,0,0,"1995-07-02","6-4","191","R"
"2315","C","Jenys","Pavel","[TSN] Pavel Jenys","Pavel Jenys",5308,2315,"jenyspa96",0,0,0,0,0,"1996-04-02","6-3","192","L"
"2316","RL","Jessiman","Hugh","[TSN] Hugh Jessiman","Hugh Jessiman",5310,2316,"jessihu84",0,0,0,0,0,"1984-03-28","6-6","221","R"
"2317","L","Jevpalovs","Nikita","[TSN] Nikita Jevpalovs","Nikita Jevpalovs",5312,2317,"jevpani94",0,0,0,0,0,"1994-09-09","6-1","196","R"
"2318","D","Jillson","Jeff","[TSN] Jeff Jillson","Jeff Jillson",5313,2318,"jillsje80",0,0,0,0,0,"1980-07-24","6-3","215","R"
"2319","D","Jobke","Colton","[TSN] Colton Jobke","Colton Jobke",5317,2319,"jobkeco92",0,0,0,0,0,"1992-04-20","6-0","175","L"
"2320","RL","Joensuu","Jesse","[TSN] Jesse Joensuu","Jesse Joensuu",5319,2320,"joensje87",0,0,0,0,0,"1987-10-05","6-4","210","L"
"2321","C","Johansen","Ryan","[TSN] Ryan Johansen","Ryan Johansen",5323,2321,"johanry92",0,0,0,0,0,"1992-07-31","6-3","223","R"
"2322","C","Johansson","Andreas","[TSN] Andreas Johansson","Andreas Johansson",5326,2322,"johanan73",0,0,0,0,0,"1973-05-19","6-0","202","L"
"2323","D","Johansson","Calle","[TSN] Calle Johansson","Calle Johansson",5328,2323,"johanca67",0,0,0,0,0,"1967-02-14","5-11","203","L"
"2324","D","Johansson","Emil","[CAP] JOHANSSON, EMIL","Emil Johansson",5331,2324,"johanem96",0,0,0,0,0,"1996-05-06",NA,NA,NA
"2325","C","Johansson","Eric","[TSN] Eric Johansson","Eric Johansson",5332,2325,"johaner82",0,0,0,0,0,"1982-01-07","6-0","195","L"
"2326","C","Johansson","Fredrik","[TSN] Fredrik Johansson","Fredrik Johansson",5333,2326,"johanfr84",0,0,0,0,0,"1984-02-27","6-0","187","L"
"2327","R","Johansson","Jonas","[TSN] Jonas Johansson","Jonas Johansson",5334,2327,"johanjo84",0,0,0,0,0,"1984-03-18","6-3","215","R"
"2328","C","Johansson","Kim","[TSN] Kim Johansson","Kim Johansson",5337,2328,"johanki88",0,0,0,0,0,"1988-01-21","6-1","172","L"
"2329","D","Johansson","Magnus","[TSN] Magnus Johansson","Magnus Johansson",5338,2329,"johanma73",0,0,0,0,0,"1973-09-04","5-11","180","R"
"2330","C","Johansson","Marcus","[TSN] Marcus Johansson","Marcus Johansson",5340,2330,"johanma90",0,0,0,0,0,"1990-10-06","6-1","205","L"
"2331","L","Johansson","Mathias","[TSN] Mathias Johansson","Mathias Johansson",5343,2331,"johanma74",0,0,0,0,0,"1974-02-22","6-2","185","L"
"2332","C","Johansson","Mikael","[TSN] Mikael Johansson","Mikael Johansson",5346,2332,"johanmi85",0,0,0,0,0,"1985-06-27","5-10","188","L"
"2333","R","John Curry","Mike","[TSN] Mike John Curry","Mike John Curry",5347,2333,"johncmi84",0,0,0,0,0,"1984-09-20","6-4","190","R"
"2334","C","Johner","Dustin","[TSN] Dustin Johner","Dustin Johner",5348,2334,"johnedu83",0,0,0,0,0,"1983-03-06","5-11","181","R"
"2335","D","Johns","Stephen","[TSN] Stephen Johns","Stephen Johns",5349,2335,"johnsst92",0,0,0,0,0,"1992-04-18","6-3","215","R"
"2336","D","Johnson","Aaron","[TSN] Aaron Johnson","Aaron Johnson",5351,2336,"johnsaa83",0,0,0,0,0,"1983-04-30","6-1","204","L"
"2337","C","Johnson","Adam","[TSN] Adam Johnson","Adam Johnson",5359,2337,"johnsad94",0,0,0,0,0,"1994-06-22","6-0","146","L"
"2338","L","Johnson","Andreas","[TSN] Andreas Johnson","Andreas Johnson",5360,2338,"johnsan94",0,0,0,0,0,"1994-11-21","5-10","183","L"
"2339","CL","Johnson","Ben","[TSN] Ben Johnson","Ben Johnson",5362,2339,"johnsbe94",0,0,0,0,0,"1994-06-07","5-11","188","L"
"2340","G","Johnson","Brent","[TSN] Brent Johnson","Brent Johnson",5364,2340,"johnsbr77",0,0,0,0,0,"1977-03-12","6-3","199","L"
"2341","G","Johnson","Chad","[TSN] Chad Johnson","Chad Johnson",5369,2341,"johnsch86",0,0,0,0,0,"1986-06-10","6-3","205","L"
"2342","LC","Johnson","Craig","[TSN] Craig Johnson","Craig Johnson",5375,2342,"johnscr72",0,0,0,0,0,"1972-03-18","6-2","200","L"
"2343","D","Johnson","Erik","[TSN] Erik Johnson","Erik Johnson",5379,2343,"johnser88",0,0,0,0,0,"1988-03-21","6-4","232","R"
"2344","C","Johnson","Greg","[TSN] Greg Johnson","Greg Johnson",5382,2344,"johnsgr71",0,0,0,0,0,"1971-03-16","5-11","200","L"
"2345","D","Johnson","Jack","[TSN] Jack Johnson","Jack Johnson",5384,2345,"johnsja87",0,0,0,0,0,"1987-01-13","6-1","238","L"
"2346","C","Johnson","Jamie","[TSN] Jamie Johnson","Jamie Johnson",5389,2346,"johnsja82",0,0,0,0,0,"1982-01-23","5-11","185","R"
"2347","R","Johnson","Justin","[TSN] Justin Johnson","Justin Johnson",5390,2347,"johnsju81",0,0,0,0,0,"1981-05-05","6-1","220","R"
"2348","C","Johnson","Luke","[TSN] Luke Johnson","Luke Johnson",5392,2348,"johnslu94",0,0,0,0,0,"1994-09-19","5-11","179","R"
"2349","L","Johnson","Matt","[TSN] Matt Johnson","Matt Johnson",5394,2349,"johnsma75",0,0,0,0,0,"1975-11-23","6-5","235","L"
"2350","R","Johnson","Mike","[TSN] Mike Johnson","Mike Johnson",5396,2350,"johnsmi74",0,0,0,0,0,"1974-10-03","6-2","202","R"
"2351","R","Johnson","Nick","[TSN] Nick Johnson","Nick Johnson",5399,2351,"johnsni85",0,0,0,0,0,"1985-12-24","6-2","200","R"
"2352","C","Johnson","Patrick","[TSN] Patrick Johnson","Patrick Johnson",5404,2352,"johnspa89",0,0,0,0,0,"1989-04-21","5-9","155","L"
"2353","C","Johnson","Ryan","[TSN] Ryan Johnson","Ryan Johnson",5405,2353,"johnsry76",0,0,0,0,0,"1976-06-14","6-1","199","L"
"2354","D","Johnson","Steven","[CAP] JOHNSON, STEVEN","Steven Johnson",5408,2354,"johnsst94",0,0,0,0,0,"1994-06-27",NA,NA,NA
"2355","CR","Johnson","Tyler","[TSN] Tyler Johnson","Tyler Johnson",5409,2355,"johnsty90",0,0,0,0,0,"1990-07-29","5-9","182","R"
"2356","D","Johnsson","Kim","[TSN] Kim Johnsson","Kim Johnsson",5414,2356,"johnski76",0,0,0,0,0,"1976-03-16","6-1","193","L"
"2357","D","Johnston","Ryan","[CAP] Ryan Johnston","Ryan Johnston",5417,2357,"johnsry92",NA,NA,NA,NA,NA,"1992-02-14",NA,NA,NA
"2358","L","Johnston","Andrew","[TSN] Andrew Johnston","Andrew Johnston",5418,2358,"johnsan91",0,0,0,0,0,"1991-07-06","6-1","178","L"
"2359",NA,"Johnston","Ross","[CAP] JOHNSTON, ROSS","Ross Johnston",5420,2359,"johnsro94",NA,NA,NA,NA,NA,"1994-02-18",NA,NA,NA
"2360","L","Johnston","Stephen","[TSN] Stephen Johnston","Stephen Johnston",5421,2360,"johnsst90",0,0,0,0,0,"1990-02-24","6-1","175","L"
"2361","D","Jokela","Mikko","[TSN] Mikko Jokela","Mikko Jokela",5422,2361,"jokelmi80",0,0,0,0,0,"1980-03-04","6-1","212","R"
"2362","C","Jokinen","Jussi","[TSN] Jussi Jokinen","Jussi Jokinen",5424,2362,"jokinju83",0,0,0,0,0,"1983-04-01","5-11","198","L"
"2363","R","Jokinen","Justin","[TSN] Justin Jokinen","Justin Jokinen",5428,2363,"jokinju89",0,0,0,0,0,"1989-11-25","6-2","165","R"
"2364","C","Jokinen","Olli","[TSN] Olli Jokinen","Olli Jokinen",5429,2364,"jokinol78",0,0,0,0,0,"1978-12-05","6-2","210","L"
"2365","D","Jokipakka","Jyrki","[TSN] Jyrki Jokipakka","Jyrki Jokipakka",5435,2365,"jokipjy91",0,0,0,0,0,"1991-08-20","6-3","191","L"
"2366","R","Joly","Michael","[TSN] Michael Joly","Michael Joly",5438,2366,"jolyxmi95",0,0,0,0,0,"1995-05-05","5-10","173","L"
"2367","L","Jonasen","Marcus","[TSN] Marcus Jonasen","Marcus Jonasen",5439,2367,"jonasma84",0,0,0,0,0,"1984-01-12","6-4","215","R"
"2368","D","Jones","Caleb","[CAP] Caleb Jones","Caleb Jones",5440,2368,"jonesca97",NA,NA,NA,NA,NA,"1997-06-06",NA,NA,NA
"2369","C","Jones","Blair","[TSN] Blair Jones","Blair Jones",5441,2369,"jonesbl86",0,0,0,0,0,"1986-09-27","6-2","216","R"
"2370","R","Jones","David","[TSN] David Jones","David Jones",5446,2370,"jonesda84",0,0,0,0,0,"1984-08-10","6-2","210","R"
"2371","C","Jones","Kellen","[TSN] Kellen Jones","Kellen Jones",5450,2371,"joneske90",0,0,0,0,0,"1990-08-16","5-9","164","L"
"2372","G","Jones","Martin","[TSN] Martin Jones","Martin Jones",5451,2372,"jonesma90",0,0,0,0,0,"1990-01-10","6-4","187","L"
"2373","D","Jones","Matt","[TSN] Matt Jones","Matt Jones",5454,2373,"jonesma83",0,0,0,0,0,"1983-08-08","6-0","215","L"
"2374","D","Jones","Randy","[TSN] Randy Jones","Randy Jones",5458,2374,"jonesra81",0,0,0,0,0,"1981-07-23","6-2","210","L"
"2375","RL","Jones","Ryan","[TSN] Ryan Jones","Ryan Jones",5464,2375,"jonesry84",0,0,0,0,0,"1984-06-14","6-1","208","L"
"2376","D","Jones","Seth","[TSN] Seth Jones","Seth Jones",5466,2376,"jonesse94",0,0,0,0,0,"1994-10-03","6-4","205","R"
"2377","R","Jones","Ty","[TSN] Ty Jones","Ty Jones",5469,2377,"jonesty79",0,0,0,0,0,"1979-02-22","6-3","218","R"
"2378","D","Jonsson","Hans","[TSN] Hans Jonsson","Hans Jonsson",5471,2378,"jonssha73",0,0,0,0,0,"1973-08-02","6-1","205","L"
"2379","L","Jonsson","Jorgen","[TSN] Jorgen Jonsson","Jorgen Jonsson",5473,2379,"jonssjo72",0,0,0,0,0,"1972-09-29","6-0","185","L"
"2380","D","Jonsson","Kenny","[TSN] Kenny Jonsson","Kenny Jonsson",5474,2380,"jonsske74",0,0,0,0,0,"1974-10-06","6-3","217","L"
"2381","D","Jonsson","Lars","[TSN] Lars Jonsson","Lars Jonsson",5476,2381,"jonssla82",0,0,0,0,0,"1982-01-02","6-1","205","L"
"2382","D","Jonsson","Per","[TSN] Per Jonsson","Per Jonsson",5478,2382,"jonsspe88",0,0,0,0,0,"1988-04-20","6-0","172","L"
"2383","D","Jonsson","Robin","[TSN] Robin Jonsson","Robin Jonsson",5479,2383,"jonssro83",0,0,0,0,0,"1983-12-10","6-2","194","R"
"2384","CR","Jooris","Josh","[TSN] Josh Jooris","Josh Jooris",5480,2384,"joorijo90",0,0,0,0,0,"1990-07-14","6-1","190","R"
"2385","D","Jordan","Michal","[TSN] Michal Jordan","Michal Jordan",5483,2385,"jordami90",0,0,0,0,0,"1990-07-17","6-1","195","L"
"2386","R","Jorg","Mauro","[TSN] Mauro Jorg","Mauro Jorg",5486,2386,"jorgxma90",0,0,0,0,0,"1990-04-29","6-0","192","L"
"2387","CL","Josefson","Jacob","[TSN] Jacob Josefson","Jacob Josefson",5488,2387,"josefja91",0,0,0,0,0,"1991-03-02","6-1","195","L"
