"","pos","last","first","numfirstlast","firstlast","index","player.id","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots"
"5467","L","JOHNSON","ANDREAS","[CAP] JOHNSON, ANDREAS","ANDREAS JOHNSON",5361,2338,"johnsan94",0,0,0,0,0,"1994-11-21","5-10","183","L"
"5468","CL","JOHNSON","BEN","[TSN] Ben Johnson","BEN JOHNSON",5362,2339,"johnsbe94",0,0,0,0,0,"1994-06-07","5-11","188","L"
"5469","CL","JOHNSON","BEN","[CAP] JOHNSON, BEN","BEN JOHNSON",5363,2339,"johnsbe94",0,0,0,0,0,"1994-06-07","5-11","188","L"
"5470","G","JOHNSON","BRENT","[TSN] Brent Johnson","BRENT JOHNSON",5364,2340,"johnsbr77",0,0,0,0,0,"1977-03-12","6-3","199","L"
"5471","G","JOHNSON","BRENT","35 BRENT JOHNSON","BRENT JOHNSON",5365,2340,"johnsbr77",0,0,0,0,97,"1977-03-12","6-3","199","L"
"5472","G","JOHNSON","BRENT","1 BRENT JOHNSON","BRENT JOHNSON",5366,2340,"johnsbr77",0,0,0,0,519,"1977-03-12","6-3","199","L"
"5473","G","JOHNSON","BRENT","1 BRENT (W)  JOHNSON","BRENT JOHNSON",5367,2340,"johnsbr77",0,0,0,0,1,"1977-03-12","6-3","199","L"
"5474","G","JOHNSON","BRENT","1 BRENT (L)  JOHNSON","BRENT JOHNSON",5368,2340,"johnsbr77",0,0,0,0,2,"1977-03-12","6-3","199","L"
"5475","G","JOHNSON","CHAD","[TSN] Chad Johnson","CHAD JOHNSON",5369,2341,"johnsch86",0,0,0,0,0,"1986-06-10","6-3","205","L"
"5476","G","JOHNSON","CHAD","[CAP] JOHNSON, CHAD","CHAD JOHNSON",5370,2341,"johnsch86",0,0,0,0,0,"1986-06-10","6-3","205","L"
"5477","G","JOHNSON","CHAD","29 CHAD JOHNSON","CHAD JOHNSON",5371,2341,"johnsch86",0,0,0,0,53,"1986-06-10","6-3","205","L"
"5478","G","JOHNSON","CHAD","31 CHAD JOHNSON","CHAD JOHNSON",5372,2341,"johnsch86",0,0,0,0,63,"1986-06-10","6-3","205","L"
"5479","G","JOHNSON","CHAD","30 CHAD JOHNSON","CHAD JOHNSON",5373,2341,"johnsch86",0,0,0,0,312,"1986-06-10","6-3","205","L"
"5480","G","JOHNSON","CHAD","33 CHAD JOHNSON","CHAD JOHNSON",5374,2341,"johnsch86",0,0,0,0,2,"1986-06-10","6-3","205","L"
"5481","LC","JOHNSON","CRAIG","[TSN] Craig Johnson","CRAIG JOHNSON",5375,2342,"johnscr72",0,0,0,0,0,"1972-03-18","6-2","200","L"
"5482","LC","JOHNSON","CRAIG","23 CRAIG JOHNSON","CRAIG JOHNSON",5376,2342,"johnscr72",0,62,0,0,0,"1972-03-18","6-2","200","L"
"5483","LC","JOHNSON","CRAIG","27 CRAIG JOHNSON","CRAIG JOHNSON",5377,2342,"johnscr72",0,53,0,0,0,"1972-03-18","6-2","200","L"
"5484","LC","JOHNSON","CRAIG","33 CRAIG JOHNSON","CRAIG JOHNSON",5378,2342,"johnscr72",0,10,0,0,0,"1972-03-18","6-2","200","L"
"5485","D","JOHNSON","ERIK","[TSN] Erik Johnson","ERIK JOHNSON",5379,2343,"johnser88",0,0,0,0,0,"1988-03-21","6-4","232","R"
"5486","D","JOHNSON","ERIK","[CAP] JOHNSON, ERIK","ERIK JOHNSON",5380,2343,"johnser88",0,0,0,0,0,"1988-03-21","6-4","232","R"
"5487","D","JOHNSON","ERIK","6 ERIK JOHNSON","ERIK JOHNSON",5381,2343,"johnser88",0,0,0,639,0,"1988-03-21","6-4","232","R"
"5488","C","JOHNSON","GREG","[TSN] Greg Johnson","GREG JOHNSON",5382,2344,"johnsgr71",0,0,0,0,0,"1971-03-16","5-11","200","L"
"5489","C","JOHNSON","GREG","22 GREG JOHNSON","GREG JOHNSON",5383,2344,"johnsgr71",192,0,0,0,0,"1971-03-16","5-11","200","L"
"5490","D","JOHNSON","JACK","[TSN] Jack Johnson","JACK JOHNSON",5384,2345,"johnsja87",0,0,0,0,0,"1987-01-13","6-1","238","L"
"5491","D","JOHNSON","JACK","[CAP] JOHNSON, JACK","JACK JOHNSON",5385,2345,"johnsja87",0,0,0,0,0,"1987-01-13","6-1","238","L"
"5492","D","JOHNSON","JACK","33 JACK JOHNSON","JACK JOHNSON",5386,2345,"johnsja87",0,0,0,5,0,"1987-01-13","6-1","238","L"
"5493","D","JOHNSON","JACK","3 JACK JOHNSON","JACK JOHNSON",5387,2345,"johnsja87",0,0,0,348,0,"1987-01-13","6-1","238","L"
"5494","D","JOHNSON","JACK","7 JACK JOHNSON","JACK JOHNSON",5388,2345,"johnsja87",0,0,0,448,0,"1987-01-13","6-1","238","L"
"5495","C","JOHNSON","JAMIE","[TSN] Jamie Johnson","JAMIE JOHNSON",5389,2346,"johnsja82",0,0,0,0,0,"1982-01-23","5-11","185","R"
"5496","R","JOHNSON","JUSTIN","[TSN] Justin Johnson","JUSTIN JOHNSON",5390,2347,"johnsju81",0,0,0,0,0,"1981-05-05","6-1","220","R"
"5497","R","JOHNSON","JUSTIN","49 JUSTIN JOHNSON","JUSTIN JOHNSON",5391,2347,"johnsju81",0,0,4,0,0,"1981-05-05","6-1","220","R"
"5498","C","JOHNSON","LUKE","[TSN] Luke Johnson","LUKE JOHNSON",5392,2348,"johnslu94",0,0,0,0,0,"1994-09-19","5-11","179","R"
"5499","C","JOHNSON","LUKE","[CAP] JOHNSON, LUKE","LUKE JOHNSON",5393,2348,"johnslu94",0,0,0,0,0,"1994-09-19","5-11","179","R"
"5500","L","JOHNSON","MATT","[TSN] Matt Johnson","MATT JOHNSON",5394,2349,"johnsma75",0,0,0,0,0,"1975-11-23","6-5","235","L"
"5501","L","JOHNSON","MATT","12 MATT JOHNSON","MATT JOHNSON",5395,2349,"johnsma75",0,123,0,0,0,"1975-11-23","6-5","235","L"
"5502","R","JOHNSON","MIKE","[TSN] Mike Johnson","MIKE JOHNSON",5396,2350,"johnsmi74",0,0,0,0,0,"1974-10-03","6-2","202","R"
"5503","R","JOHNSON","MIKE","12 MIKE JOHNSON","MIKE JOHNSON",5397,2350,"johnsmi74",0,0,161,0,0,"1974-10-03","6-2","202","R"
"5504","R","JOHNSON","MIKE","20 MIKE JOHNSON","MIKE JOHNSON",5398,2350,"johnsmi74",0,0,101,0,0,"1974-10-03","6-2","202","R"
"5505","R","JOHNSON","NICK","[TSN] Nick Johnson","NICK JOHNSON",5399,2351,"johnsni85",0,0,0,0,0,"1985-12-24","6-2","200","R"
"5506","R","JOHNSON","NICK","42 NICK JOHNSON","NICK JOHNSON",5400,2351,"johnsni85",0,0,6,0,0,"1985-12-24","6-2","200","R"
"5507","R","JOHNSON","NICK","38 NICK JOHNSON","NICK JOHNSON",5401,2351,"johnsni85",0,0,4,0,0,"1985-12-24","6-2","200","R"
"5508","R","JOHNSON","NICK","25 NICK JOHNSON","NICK JOHNSON",5402,2351,"johnsni85",0,0,77,0,0,"1985-12-24","6-2","200","R"
"5509","R","JOHNSON","NICK","32 NICK JOHNSON","NICK JOHNSON",5403,2351,"johnsni85",0,0,35,0,0,"1985-12-24","6-2","200","R"
"5510","C","JOHNSON","PATRICK","[TSN] Patrick Johnson","PATRICK JOHNSON",5404,2352,"johnspa89",0,0,0,0,0,"1989-04-21","5-9","155","L"
"5511","C","JOHNSON","RYAN","[TSN] Ryan Johnson","RYAN JOHNSON",5405,2353,"johnsry76",0,0,0,0,0,"1976-06-14","6-1","199","L"
"5512","C","JOHNSON","RYAN","17 RYAN JOHNSON","RYAN JOHNSON",5406,2353,"johnsry76",387,0,0,0,0,"1976-06-14","6-1","199","L"
"5513","C","JOHNSON","RYAN","10 RYAN JOHNSON","RYAN JOHNSON",5407,2353,"johnsry76",133,0,0,0,0,"1976-06-14","6-1","199","L"
"5514","D","JOHNSON","STEVEN","[CAP] JOHNSON, STEVEN","STEVEN JOHNSON",5408,2354,"johnsst94",0,0,0,0,0,"1994-06-27",NA,NA,NA
"5515","CR","JOHNSON","TYLER","[TSN] Tyler Johnson","TYLER JOHNSON",5409,2355,"johnsty90",0,0,0,0,0,"1990-07-29","5-9","182","R"
"5516","CR","JOHNSON","TYLER","[TSN] Tyler Johnson","TYLER JOHNSON",5410,2355,"johnsty90",0,0,0,0,0,"1990-07-29","5-9","182","R"
"5517","CR","JOHNSON","TYLER","[CAP] JOHNSON, TYLER","TYLER JOHNSON",5411,2355,"johnsty90",0,0,0,0,0,"1990-07-29","5-9","182","R"
"5518","CR","JOHNSON","TYLER","63 TYLER JOHNSON","TYLER JOHNSON",5412,2355,"johnsty90",14,0,0,0,0,"1990-07-29","5-9","182","R"
"5519","CR","JOHNSON","TYLER","9 TYLER JOHNSON","TYLER JOHNSON",5413,2355,"johnsty90",414,0,0,0,0,"1990-07-29","5-9","182","R"
"5520","D","JOHNSSON","KIM","[TSN] Kim Johnsson","KIM JOHNSSON",5414,2356,"johnski76",0,0,0,0,0,"1976-03-16","6-1","193","L"
"5521","D","JOHNSSON","KIM","5 KIM JOHNSSON","KIM JOHNSSON",5415,2356,"johnski76",0,0,0,525,0,"1976-03-16","6-1","193","L"
"5522","D","JOHNSSON","KIM","8 KIM JOHNSSON","KIM JOHNSSON",5416,2356,"johnski76",0,0,0,8,0,"1976-03-16","6-1","193","L"
"5523","D","Johnston","Ryan","[CAP] Ryan Johnston","Ryan Johnston",5417,2357,"johnsry92",NA,NA,NA,NA,NA,"1992-02-14",NA,NA,NA
"5524","L","JOHNSTON","ANDREW","[TSN] Andrew Johnston","ANDREW JOHNSTON",5418,2358,"johnsan91",0,0,0,0,0,"1991-07-06","6-1","178","L"
"5525","L","JOHNSTON","ANDREW","[CAP] JOHNSTON, ANDREW","ANDREW JOHNSTON",5419,2358,"johnsan91",0,0,0,0,0,"1991-07-06","6-1","178","L"
"5526",NA,"JOHNSTON","ROSS","[CAP] JOHNSTON, ROSS","ROSS JOHNSTON",5420,2359,"johnsro94",NA,NA,NA,NA,NA,"1994-02-18",NA,NA,NA
"5527","L","JOHNSTON","STEPHEN","[TSN] Stephen Johnston","STEPHEN JOHNSTON",5421,2360,"johnsst90",0,0,0,0,0,"1990-02-24","6-1","175","L"
"5528","D","JOKELA","MIKKO","[TSN] Mikko Jokela","MIKKO JOKELA",5422,2361,"jokelmi80",0,0,0,0,0,"1980-03-04","6-1","212","R"
"5529","D","JOKELA","MIKKO","27 MIKKO JOKELA","MIKKO JOKELA",5423,2361,"jokelmi80",0,0,0,1,0,"1980-03-04","6-1","212","R"
"5530","C","JOKINEN","JUSSI","[TSN] Jussi Jokinen","JUSSI JOKINEN",5424,2362,"jokinju83",0,0,0,0,0,"1983-04-01","5-11","198","L"
"5531","C","JOKINEN","JUSSI","[CAP] JOKINEN, JUSSI","JUSSI JOKINEN",5425,2362,"jokinju83",0,0,0,0,0,"1983-04-01","5-11","198","L"
"5532","C","JOKINEN","JUSSI","36 JUSSI JOKINEN","JUSSI JOKINEN",5426,2362,"jokinju83",0,990,0,0,0,"1983-04-01","5-11","198","L"
"5533","C","JOKINEN","JUSSI","10 JUSSI JOKINEN","JUSSI JOKINEN",5427,2362,"jokinju83",0,20,0,0,0,"1983-04-01","5-11","198","L"
"5534","R","JOKINEN","JUSTIN","[TSN] Justin Jokinen","JUSTIN JOKINEN",5428,2363,"jokinju89",0,0,0,0,0,"1989-11-25","6-2","165","R"
"5535","C","JOKINEN","OLLI","[TSN] Olli Jokinen","OLLI JOKINEN",5429,2364,"jokinol78",0,0,0,0,0,"1978-12-05","6-2","210","L"
"5536","C","JOKINEN","OLLI","[CAP] JOKINEN, OLLI","OLLI JOKINEN",5430,2364,"jokinol78",0,0,0,0,0,"1978-12-05","6-2","210","L"
"5537","C","JOKINEN","OLLI","12 OLLI JOKINEN","OLLI JOKINEN",5431,2364,"jokinol78",690,0,0,0,0,"1978-12-05","6-2","210","L"
"5538","C","JOKINEN","OLLI","21 OLLI JOKINEN","OLLI JOKINEN",5432,2364,"jokinol78",81,0,0,0,0,"1978-12-05","6-2","210","L"
"5539","C","JOKINEN","OLLI","13 OLLI JOKINEN","OLLI JOKINEN",5433,2364,"jokinol78",273,0,0,0,0,"1978-12-05","6-2","210","L"
"5540","C","JOKINEN","OLLI","11 OLLI JOKINEN","OLLI JOKINEN",5434,2364,"jokinol78",12,0,0,0,0,"1978-12-05","6-2","210","L"
"5541","D","JOKIPAKKA","JYRKI","[TSN] Jyrki Jokipakka","JYRKI JOKIPAKKA",5435,2365,"jokipjy91",0,0,0,0,0,"1991-08-20","6-3","191","L"
"5542","D","JOKIPAKKA","JYRKI","[CAP] JOKIPAKKA, JYRKI","JYRKI JOKIPAKKA",5436,2365,"jokipjy91",0,0,0,0,0,"1991-08-20","6-3","191","L"
"5543","D","JOKIPAKKA","JYRKI","2 JYRKI JOKIPAKKA","JYRKI JOKIPAKKA",5437,2365,"jokipjy91",0,0,0,139,0,"1991-08-20","6-3","191","L"
"5544","R","JOLY","MICHAEL","[TSN] Michael Joly","MICHAEL JOLY",5438,2366,"jolyxmi95",0,0,0,0,0,"1995-05-05","5-10","173","L"
"5545","L","JONASEN","MARCUS","[TSN] Marcus Jonasen","MARCUS JONASEN",5439,2367,"jonasma84",0,0,0,0,0,"1984-01-12","6-4","215","R"
"5546","D","Jones","Caleb","[CAP] Caleb Jones","Caleb Jones",5440,2368,"jonesca97",NA,NA,NA,NA,NA,"1997-06-06",NA,NA,NA
"5547","C","JONES","BLAIR","[TSN] Blair Jones","BLAIR JONES",5441,2369,"jonesbl86",0,0,0,0,0,"1986-09-27","6-2","216","R"
"5548","C","JONES","BLAIR","[CAP] JONES, BLAIR","BLAIR JONES",5442,2369,"jonesbl86",0,0,0,0,0,"1986-09-27","6-2","216","R"
"5549","C","JONES","BLAIR","49 BLAIR JONES","BLAIR JONES",5443,2369,"jonesbl86",85,0,0,0,0,"1986-09-27","6-2","216","R"
"5550","C","JONES","BLAIR","19 BLAIR JONES","BLAIR JONES",5444,2369,"jonesbl86",64,0,0,0,0,"1986-09-27","6-2","216","R"
"5551","C","JONES","BLAIR","41 BLAIR JONES","BLAIR JONES",5445,2369,"jonesbl86",8,0,0,0,0,"1986-09-27","6-2","216","R"
"5552","R","JONES","DAVID","[TSN] David Jones","DAVID JONES",5446,2370,"jonesda84",0,0,0,0,0,"1984-08-10","6-2","210","R"
"5553","R","JONES","DAVID","[CAP] JONES, DAVID","DAVID JONES",5447,2370,"jonesda84",0,0,0,0,0,"1984-08-10","6-2","210","R"
"5554","R","JONES","DAVID","54 DAVID JONES","DAVID JONES",5448,2370,"jonesda84",0,0,378,0,0,"1984-08-10","6-2","210","R"
"5555","R","JONES","DAVID","19 DAVID JONES","DAVID JONES",5449,2370,"jonesda84",0,0,203,0,0,"1984-08-10","6-2","210","R"
"5556","C","JONES","KELLEN","[TSN] Kellen Jones","KELLEN JONES",5450,2371,"joneske90",0,0,0,0,0,"1990-08-16","5-9","164","L"
"5557","G","JONES","MARTIN","[TSN] Martin Jones","MARTIN JONES",5451,2372,"jonesma90",0,0,0,0,0,"1990-01-10","6-4","187","L"
"5558","G","JONES","MARTIN","[CAP] JONES, MARTIN","MARTIN JONES",5452,2372,"jonesma90",0,0,0,0,0,"1990-01-10","6-4","187","L"
"5559","G","JONES","MARTIN","31 MARTIN JONES","MARTIN JONES",5453,2372,"jonesma90",0,0,0,0,376,"1990-01-10","6-4","187","L"
"5560","D","JONES","MATT","[TSN] Matt Jones","MATT JONES",5454,2373,"jonesma83",0,0,0,0,0,"1983-08-08","6-0","215","L"
"5561","D","JONES","MATT","[TSN] Matt Jones","MATT JONES",5455,2373,"jonesma83",0,0,0,0,0,"1983-08-08","6-0","215","L"
"5562","D","JONES","MATT","55 MATT JONES","MATT JONES",5456,2373,"jonesma83",0,0,0,16,0,"1983-08-08","6-0","215","L"
"5563","D","JONES","MATT","5 MATT JONES","MATT JONES",5457,2373,"jonesma83",0,0,0,90,0,"1983-08-08","6-0","215","L"
"5564","D","JONES","RANDY","[TSN] Randy Jones","RANDY JONES",5458,2374,"jonesra81",0,0,0,0,0,"1981-07-23","6-2","210","L"
"5565","D","JONES","RANDY","51 RANDY JONES","RANDY JONES",5459,2374,"jonesra81",0,0,0,5,0,"1981-07-23","6-2","210","L"
"5566","D","JONES","RANDY","29 RANDY JONES","RANDY JONES",5460,2374,"jonesra81",0,0,0,28,0,"1981-07-23","6-2","210","L"
"5567","D","JONES","RANDY","6 RANDY JONES","RANDY JONES",5461,2374,"jonesra81",0,0,0,206,0,"1981-07-23","6-2","210","L"
"5568","D","JONES","RANDY","12 RANDY JONES","RANDY JONES",5462,2374,"jonesra81",0,0,0,91,0,"1981-07-23","6-2","210","L"
"5569","D","JONES","RANDY","8 RANDY JONES","RANDY JONES",5463,2374,"jonesra81",0,0,0,66,0,"1981-07-23","6-2","210","L"
"5570","RL","JONES","RYAN","[TSN] Ryan Jones","RYAN JONES",5464,2375,"jonesry84",0,0,0,0,0,"1984-06-14","6-1","208","L"
"5571","RL","JONES","RYAN","28 RYAN JONES","RYAN JONES",5465,2375,"jonesry84",0,382,4,0,0,"1984-06-14","6-1","208","L"
"5572","D","JONES","SETH","[TSN] Seth Jones","SETH JONES",5466,2376,"jonesse94",0,0,0,0,0,"1994-10-03","6-4","205","R"
"5573","D","JONES","SETH","[CAP] JONES, SETH","SETH JONES",5467,2376,"jonesse94",0,0,0,0,0,"1994-10-03","6-4","205","R"
"5574","D","JONES","SETH","3 SETH JONES","SETH JONES",5468,2376,"jonesse94",0,0,0,380,0,"1994-10-03","6-4","205","R"
"5575","R","JONES","TY","[TSN] Ty Jones","TY JONES",5469,2377,"jonesty79",0,0,0,0,0,"1979-02-22","6-3","218","R"
"5576","R","JONES","TY","15 TY JONES","TY JONES",5470,2377,"jonesty79",0,0,6,0,0,"1979-02-22","6-3","218","R"
"5577","D","JONSSON","HANS","[TSN] Hans Jonsson","HANS JONSSON",5471,2378,"jonssha73",0,0,0,0,0,"1973-08-02","6-1","205","L"
"5578","D","JONSSON","HANS","8 HANS JONSSON","HANS JONSSON",5472,2378,"jonssha73",0,0,0,58,0,"1973-08-02","6-1","205","L"
"5579","L","JONSSON","JORGEN","[TSN] Jorgen Jonsson","JORGEN JONSSON",5473,2379,"jonssjo72",0,0,0,0,0,"1972-09-29","6-0","185","L"
"5580","D","JONSSON","KENNY","[TSN] Kenny Jonsson","KENNY JONSSON",5474,2380,"jonsske74",0,0,0,0,0,"1974-10-06","6-3","217","L"
"5581","D","JONSSON","KENNY","29 KENNY JONSSON","KENNY JONSSON",5475,2380,"jonsske74",0,0,0,152,0,"1974-10-06","6-3","217","L"
"5582","D","JONSSON","LARS","[TSN] Lars Jonsson","LARS JONSSON",5476,2381,"jonssla82",0,0,0,0,0,"1982-01-02","6-1","205","L"
"5583","D","JONSSON","LARS","43 LARS JONSSON","LARS JONSSON",5477,2381,"jonssla82",0,0,0,8,0,"1982-01-02","6-1","205","L"
"5584","D","JONSSON","PER","[TSN] Per Jonsson","PER JONSSON",5478,2382,"jonsspe88",0,0,0,0,0,"1988-04-20","6-0","172","L"
"5585","D","JONSSON","ROBIN","[TSN] Robin Jonsson","ROBIN JONSSON",5479,2383,"jonssro83",0,0,0,0,0,"1983-12-10","6-2","194","R"
"5586","CR","JOORIS","JOSH","[TSN] Josh Jooris","JOSH JOORIS",5480,2384,"joorijo90",0,0,0,0,0,"1990-07-14","6-1","190","R"
"5587","CR","JOORIS","JOSH","[CAP] JOORIS, JOSH","JOSH JOORIS",5481,2384,"joorijo90",0,0,0,0,0,"1990-07-14","6-1","190","R"
"5588","CR","JOORIS","JOSH","86 JOSH JOORIS","JOSH JOORIS",5482,2384,"joorijo90",0,0,138,0,0,"1990-07-14","6-1","190","R"
"5589","CR","JOORIS","JOSH","16 JOSH JOORIS","JOSH JOORIS",13233,2384,"joorijo90",0,0,31,0,0,"1990-07-14","6-1","190","R"
"5590","D","JORDAN","MICHAL","[TSN] Michal Jordan","MICHAL JORDAN",5483,2385,"jordami90",0,0,0,0,0,"1990-07-17","6-1","195","L"
"5591","D","JORDAN","MICHAL","[CAP] JORDAN, MICHAL","MICHAL JORDAN",5484,2385,"jordami90",0,0,0,0,0,"1990-07-17","6-1","195","L"
"5592","D","JORDAN","MICHAL","47 MICHAL JORDAN","MICHAL JORDAN",5485,2385,"jordami90",0,0,0,93,0,"1990-07-17","6-1","195","L"
"5593","R","JORG","MAURO","[TSN] Mauro Jorg","MAURO JORG",5486,2386,"jorgxma90",0,0,0,0,0,"1990-04-29","6-0","192","L"
"5594","R","JORG","MAURO","[CAP] JORG, MAURO","MAURO JORG",5487,2386,"jorgxma90",0,0,0,0,0,"1990-04-29","6-0","192","L"
"5595","CL","JOSEFSON","JACOB","[TSN] Jacob Josefson","JACOB JOSEFSON",5488,2387,"josefja91",0,0,0,0,0,"1991-03-02","6-1","195","L"
"5596","CL","JOSEFSON","JACOB","[CAP] JOSEFSON, JACOB","JACOB JOSEFSON",5489,2387,"josefja91",0,0,0,0,0,"1991-03-02","6-1","195","L"
"5597","CL","JOSEFSON","JACOB","16 JACOB JOSEFSON","JACOB JOSEFSON",5490,2387,"josefja91",308,0,0,0,0,"1991-03-02","6-1","195","L"
"5598","CL","JOSEFSON","JACOB","9 JACOB JOSEFSON","JACOB JOSEFSON",5491,2387,"josefja91",6,0,0,0,0,"1991-03-02","6-1","195","L"
"5599","R","Joseph","Mathieu","[CAP] Mathieu Joseph","Mathieu Joseph",5492,2388,"josepma97",NA,NA,NA,NA,NA,"1997-02-09",NA,NA,NA
"5600","D","JOSEPH","CHRIS","[TSN] Chris Joseph","CHRIS JOSEPH",5493,2389,"josepch69",0,0,0,0,0,"1969-09-10","6-3","212","R"
"5601","G","JOSEPH","CURTIS","[TSN] Curtis Joseph","CURTIS JOSEPH",5494,2390,"josepcu67",0,0,0,0,0,"1967-04-29","5-11","193","L"
"5602","G","JOSEPH","CURTIS","31 CURTIS JOSEPH","CURTIS JOSEPH",5495,2390,"josepcu67",0,0,0,0,416,"1967-04-29","5-11","193","L"
"5603","R","JOSEPH","SHANE","[TSN] Shane Joseph","SHANE JOSEPH",5496,2391,"josepsh81",0,0,0,0,0,"1981-07-23","5-9","170","R"
"5604","C","JOSEPHS","TROY","[TSN] Troy Josephs","TROY JOSEPHS",5497,2392,"joseptr94",0,0,0,0,0,"1994-05-09","5-11","176","L"
"5605","C","JOSEPHS","TROY","[CAP] JOSEPHS, TROY","TROY JOSEPHS",5498,2392,"joseptr94",0,0,0,0,0,"1994-05-09","5-11","176","L"
"5606","C","JOSHUA","DAKOTA","[CAP] JOSHUA, DAKOTA","DAKOTA JOSHUA",5499,2393,"joshuda96",0,0,0,0,0,"1996-05-15",NA,NA,NA
"5607","D","JOSI","ROMAN","[TSN] Roman Josi","ROMAN JOSI",5500,2394,"josixro90",0,0,0,0,0,"1990-06-01","6-1","192","L"
"5608","D","JOSI","ROMAN","[CAP] JOSI, ROMAN","ROMAN JOSI",5501,2394,"josixro90",0,0,0,0,0,"1990-06-01","6-1","192","L"
"5609","D","JOSI","ROMAN","59 ROMAN JOSI","ROMAN JOSI",5502,2394,"josixro90",0,0,0,477,0,"1990-06-01","6-1","192","L"
"5610","D","JOSLIN","DEREK","[TSN] Derek Joslin","DEREK JOSLIN",5503,2395,"joslide87",0,0,0,0,0,"1987-03-17","6-1","210","L"
"5611","D","JOSLIN","DEREK","65 DEREK JOSLIN","DEREK JOSLIN",5504,2395,"joslide87",0,0,0,53,0,"1987-03-17","6-1","210","L"
"5612","D","JOSLIN","DEREK","33 DEREK JOSLIN","DEREK JOSLIN",5505,2395,"joslide87",0,0,0,17,0,"1987-03-17","6-1","210","L"
"5613","D","JOSLIN","DEREK","27 DEREK JOSLIN","DEREK JOSLIN",5506,2395,"joslide87",0,0,0,44,0,"1987-03-17","6-1","210","L"
"5614","D","JOSLIN","DEREK","38 DEREK JOSLIN","DEREK JOSLIN",5507,2395,"joslide87",0,0,0,2,0,"1987-03-17","6-1","210","L"
"5615","C","JOSTEN-FROSHAUG","MATS","[TSN] Mats Josten-Froshaug","MATS JOSTEN-FROSHAUG",5508,2396,"jostema88",0,0,0,0,0,"1988-07-31","6-1","207","L"
"5616","C","JOUDREY","ANDREW","[TSN] Andrew Joudrey","ANDREW JOUDREY",5509,2397,"joudran84",0,0,0,0,0,"1984-07-15","5-10","185","L"
"5617","C","JOUDREY","ANDREW","29 ANDREW JOUDREY","ANDREW JOUDREY",5510,2397,"joudran84",1,0,0,0,0,"1984-07-15","5-10","185","L"
"5618","C","JOUKOV","MISHAIL","[TSN] Mishail Joukov","MISHAIL JOUKOV",5511,2398,"joukomi85",0,0,0,0,0,"1985-01-03","6-3","200","L"
"5619","C","JOUKOV","MISHAIL","[CAP] JOUKOV, MISHAIL","MISHAIL JOUKOV",5512,2398,"joukomi85",0,0,0,0,0,"1985-01-03","6-3","200","L"
"5620","D","JOVANOVSKI","ED","[TSN] Ed Jovanovski","ED JOVANOVSKI",5513,2399,"jovaned76",0,0,0,0,0,"1976-06-26","6-3","220","L"
"5621","D","JOVANOVSKI","ED","55 ED JOVANOVSKI","ED JOVANOVSKI",5514,2399,"jovaned76",0,0,0,672,0,"1976-06-26","6-3","220","L"
"5622","CL","JUNEAU","JOE","[TSN] Joe Juneau","JOE JUNEAU",5515,2400,"juneajo68",0,0,0,0,0,"1968-01-05","6-0","195","L"
"5623","CL","JUNEAU","JOE","90 JOE JUNEAU","JOE JUNEAU",5516,2400,"juneajo68",145,0,0,0,0,"1968-01-05","6-0","195","L"
"5624","G","JUNG","TORRIE","[TSN] Torrie Jung","TORRIE JUNG",5517,2401,"jungxto89",0,0,0,0,0,"1989-01-21","6-2","170","L"
"5625","G","JUNG","TORRIE","1 TORRIE JUNG","TORRIE JUNG",5518,2401,"jungxto89",0,0,0,0,1,"1989-01-21","6-2","170","L"
"5626","D","JUNLAND","JONAS","[TSN] Jonas Junland","JONAS JUNLAND",5519,2402,"junlajo87",0,0,0,0,0,"1987-11-15","6-2","198","L"
"5627","D","JUNLAND","JONAS","[CAP] JUNLAND, JONAS","JONAS JUNLAND",5520,2402,"junlajo87",0,0,0,0,0,"1987-11-15","6-2","198","L"
"5628","D","JUNLAND","JONAS","53 JONAS JUNLAND","JONAS JUNLAND",5521,2402,"junlajo87",0,0,0,4,0,"1987-11-15","6-2","198","L"
"5629","D","JURCINA","MILAN","[TSN] Milan Jurcina","MILAN JURCINA",5522,2403,"jurcimi83",0,0,0,0,0,"1983-06-07","6-4","253","R"
"5630","D","JURCINA","MILAN","68 MILAN JURCINA","MILAN JURCINA",5523,2403,"jurcimi83",0,0,0,91,0,"1983-06-07","6-4","253","R"
"5631","D","JURCINA","MILAN","23 MILAN JURCINA","MILAN JURCINA",5524,2403,"jurcimi83",0,0,0,247,0,"1983-06-07","6-4","253","R"
"5632","D","JURCINA","MILAN","27 MILAN JURCINA","MILAN JURCINA",5525,2403,"jurcimi83",0,0,0,111,0,"1983-06-07","6-4","253","R"
"5633","RL","JURCO","TOMAS","[TSN] Tomas Jurco","TOMAS JURCO",5526,2404,"jurcoto92",0,0,0,0,0,"1992-12-28","6-2","193","L"
"5634","RL","JURCO","TOMAS","[CAP] JURCO, TOMAS","TOMAS JURCO",5527,2404,"jurcoto92",0,0,0,0,0,"1992-12-28","6-2","193","L"
"5635","RL","JURCO","TOMAS","26 TOMAS JURCO","TOMAS JURCO",5528,2404,"jurcoto92",0,0,244,0,0,"1992-12-28","6-2","193","L"
"5636","D","Juulsen","Noah","[CAP] Noah Juulsen","Noah Juulsen",5529,2405,"juulsno97",NA,NA,NA,NA,NA,"1997-04-02",NA,NA,NA
